1.900000000000000000e+01	2.600000000000000000e+01	1.000000000000000000e+00	1.985697355351704552e+00
2.000000000000000000e+01	2.600000000000000000e+01	1.000000000000000000e+00	2.095355090516066277e+00
2.000000000000000000e+01	2.700000000000000000e+01	1.000000000000000000e+00	2.178452021406320327e+00
2.100000000000000000e+01	2.200000000000000000e+01	1.000000000000000000e+00	2.355187869335725548e+00
2.200000000000000000e+01	2.800000000000000000e+01	1.000000000000000000e+00	2.522722206379815368e+00
2.200000000000000000e+01	2.900000000000000000e+01	1.000000000000000000e+00	2.519394487786962955e+00
2.300000000000000000e+01	2.900000000000000000e+01	1.000000000000000000e+00	1.804372453069312821e+00
2.300000000000000000e+01	3.000000000000000000e+01	1.000000000000000000e+00	1.792922825351308758e+00
2.300000000000000000e+01	3.100000000000000000e+01	1.000000000000000000e+00	2.308513315257790133e+00
2.400000000000000000e+01	3.100000000000000000e+01	1.000000000000000000e+00	2.041509820377017892e+00
2.400000000000000000e+01	3.200000000000000000e+01	1.000000000000000000e+00	1.674923217235587014e+00
2.500000000000000000e+01	3.200000000000000000e+01	1.000000000000000000e+00	2.387776149696721806e+00
2.600000000000000000e+01	3.200000000000000000e+01	1.000000000000000000e+00	2.381733470930063046e+00
2.600000000000000000e+01	2.700000000000000000e+01	1.000000000000000000e+00	1.772939358921595598e+00
2.600000000000000000e+01	3.400000000000000000e+01	1.000000000000000000e+00	2.453721551675402957e+00
2.700000000000000000e+01	3.400000000000000000e+01	1.000000000000000000e+00	2.120687868641482066e+00
2.800000000000000000e+01	2.900000000000000000e+01	1.000000000000000000e+00	2.004697274298032461e+00
2.800000000000000000e+01	3.600000000000000000e+01	1.000000000000000000e+00	1.892463798666363273e+00
2.900000000000000000e+01	3.000000000000000000e+01	1.000000000000000000e+00	2.219425419246697118e+00
2.900000000000000000e+01	3.700000000000000000e+01	1.000000000000000000e+00	1.862782833447121256e+00
3.000000000000000000e+01	3.700000000000000000e+01	1.000000000000000000e+00	1.765050840732554249e+00
3.000000000000000000e+01	3.800000000000000000e+01	1.000000000000000000e+00	2.303553659661568886e+00
3.100000000000000000e+01	3.200000000000000000e+01	1.000000000000000000e+00	1.829117915484854251e+00
3.200000000000000000e+01	3.800000000000000000e+01	1.000000000000000000e+00	1.704435587297837174e+00
3.200000000000000000e+01	3.300000000000000000e+01	1.000000000000000000e+00	2.061862412387123200e+00
3.200000000000000000e+01	4.000000000000000000e+01	1.000000000000000000e+00	1.668043255253808255e+00
3.300000000000000000e+01	4.000000000000000000e+01	1.000000000000000000e+00	2.467588704210163630e+00
3.400000000000000000e+01	4.000000000000000000e+01	1.000000000000000000e+00	1.640225626236792467e+00
3.400000000000000000e+01	4.100000000000000000e+01	1.000000000000000000e+00	1.615141538594046855e+00
3.500000000000000000e+01	4.200000000000000000e+01	1.000000000000000000e+00	1.600741381732131652e+00
3.500000000000000000e+01	4.300000000000000000e+01	1.000000000000000000e+00	2.307968293857561637e+00
3.600000000000000000e+01	4.300000000000000000e+01	1.000000000000000000e+00	2.264928768905184686e+00
3.600000000000000000e+01	4.400000000000000000e+01	1.000000000000000000e+00	2.167263309716940700e+00
3.700000000000000000e+01	4.400000000000000000e+01	1.000000000000000000e+00	2.135105069876253481e+00
3.800000000000000000e+01	4.400000000000000000e+01	1.000000000000000000e+00	2.106607492980346219e+00
3.800000000000000000e+01	4.500000000000000000e+01	1.000000000000000000e+00	1.603864536649018291e+00
3.900000000000000000e+01	4.500000000000000000e+01	1.000000000000000000e+00	2.505860257343001329e+00
3.900000000000000000e+01	4.000000000000000000e+01	1.000000000000000000e+00	2.115372515862476099e+00
3.900000000000000000e+01	4.700000000000000000e+01	1.000000000000000000e+00	2.148351094817853912e+00
4.000000000000000000e+01	4.100000000000000000e+01	1.000000000000000000e+00	2.213088543613736192e+00
4.000000000000000000e+01	4.800000000000000000e+01	1.000000000000000000e+00	2.302845346740005628e+00
4.100000000000000000e+01	4.800000000000000000e+01	1.000000000000000000e+00	2.035811217840998388e+00
4.200000000000000000e+01	4.300000000000000000e+01	1.000000000000000000e+00	1.730922559558599971e+00
4.300000000000000000e+01	4.400000000000000000e+01	1.000000000000000000e+00	1.623943092469545046e+00
4.400000000000000000e+01	4.500000000000000000e+01	1.000000000000000000e+00	1.663056157422408754e+00
4.500000000000000000e+01	4.600000000000000000e+01	1.000000000000000000e+00	1.812013733430196005e+00
4.600000000000000000e+01	4.700000000000000000e+01	1.000000000000000000e+00	1.859742542133501875e+00
4.700000000000000000e+01	4.800000000000000000e+01	1.000000000000000000e+00	2.489065792189212978e+00
